category,level,hp,reward,cost,damage,dps,ttd_seconds,notes
scenario_partner_summary,1,0,0,1316,0,512,0.00,scenario_id=baseline profile_id=active_no_abilities partner_index=0 partner_name=Partner 1 owned_count=32 base_dps=4 tier_total_dps=512 next_cost=1316 dps_share_percent=22.1
scenario_partner_summary,2,0,0,1332,0,528,0.00,scenario_id=baseline profile_id=active_no_abilities partner_index=1 partner_name=Partner 2 owned_count=22 base_dps=12 tier_total_dps=528 next_cost=1332 dps_share_percent=22.8
scenario_partner_summary,3,0,0,1310,0,780,0.00,scenario_id=baseline profile_id=active_no_abilities partner_index=2 partner_name=Partner 3 owned_count=13 base_dps=30 tier_total_dps=780 next_cost=1310 dps_share_percent=33.6
scenario_partner_summary,4,0,0,1322,0,350,0.00,scenario_id=baseline profile_id=active_no_abilities partner_index=3 partner_name=Field Scout owned_count=5 base_dps=70 tier_total_dps=350 next_cost=1322 dps_share_percent=15.1
scenario_partner_summary,5,0,0,1905,0,150,0.00,scenario_id=baseline profile_id=active_no_abilities partner_index=4 partner_name=Spear Guard owned_count=1 base_dps=150 tier_total_dps=150 next_cost=1905 dps_share_percent=6.5
scenario_building_summary,1,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities building_index=0 building_name=Training Camp owned_count=5
scenario_building_summary,2,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities building_index=1 building_name=Market owned_count=5
scenario_building_summary,3,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities building_index=2 building_name=Knight Hut owned_count=6
scenario_building_summary,4,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities building_index=3 building_name=War Banner owned_count=6
scenario_building_summary,5,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities building_index=4 building_name=Clock Tower owned_count=5
scenario_building_summary,6,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities building_index=5 building_name=Boss Shrine owned_count=5
scenario_ability_summary,1,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities ability_id=autoclick purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_ability_summary,2,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities ability_id=gold_bonus purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_ability_summary,3,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities ability_id=focus_burst purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_ability_summary,4,0,0,0,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities ability_id=rally purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_skill_summary,0,0,0,5598,0,0,0.00,scenario_id=baseline profile_id=active_no_abilities purchased_hero_skills=2 hero_skill_ids=hero_click_damage_1|hero_partner_dps_1 purchased_partner_skills=2 partner_skill_ids=p0_s1|p1_s1 purchased_ability_skills=0 ability_skill_ids=none total_skill_spent=5598
scenario_summary,40,0,0,0,1628,16521,141.34,scenario_id=baseline profile_id=semi_active_3cps reached_level=40 sim_time=141 stopped_reason=boss_wall wall_level=40 hero_level=79 gold=70 click_damage=1628 manual_dps=4884 partner_dps=11637 ability_dps=0 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none total_dps=16521 first_prestige_time=not_reached first_prestige_reward=0 reached_level=40 wall_level=40 sim_time=141 first_prestige_reward=0 manual_dps_share=29.6 partner_dps_share=70.4 ability_dps_share=0.0 strongest_partner_index=7 strongest_partner_dps_share=28.1 highest_owned_partner_index=7 total_partner_purchases=77
scenario_profile_comparison,40,0,0,0,1628,16521,141.34,scenario_id=baseline profile_id=semi_active_3cps label=Baseline stopped_reason=boss_wall wall_level=40 total_dps=16521 manual_share=29.6 partner_share=70.4 ability_share=0.0 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none active_abilities=autoclick|gold_bonus|focus_burst reached_level=40 wall_level=40 sim_time=141 first_prestige_reward=0 manual_dps_share=29.6 partner_dps_share=70.4 ability_dps_share=0.0 strongest_partner_index=7 strongest_partner_dps_share=28.1 highest_owned_partner_index=7 total_partner_purchases=77
scenario_boss_wall,40,708900,0,0,0,16521,42.91,scenario_id=baseline profile_id=semi_active_3cps boss_level=40 boss_hp=708900 boss_ttk=42.9 boss_time_limit=30 required_dps=23630 current_dps=16521 missing_dps=7109 missing_dps_percent=30.1 manual_dps=4884 partner_dps=11637 ability_dps=0 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none active_abilities=autoclick|gold_bonus|focus_burst
scenario_partner_summary,1,0,0,1049,0,480,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=0 partner_name=Partner 1 owned_count=30 base_dps=4 tier_total_dps=480 next_cost=1049 dps_share_percent=9.3
scenario_partner_summary,2,0,0,1491,0,552,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=1 partner_name=Partner 2 owned_count=23 base_dps=12 tier_total_dps=552 next_cost=1491 dps_share_percent=10.7
scenario_partner_summary,3,0,0,2496,0,270,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=2 partner_name=Partner 3 owned_count=9 base_dps=30 tier_total_dps=270 next_cost=2496 dps_share_percent=5.2
scenario_partner_summary,4,0,0,1659,0,490,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=3 partner_name=Field Scout owned_count=7 base_dps=70 tier_total_dps=490 next_cost=1659 dps_share_percent=9.5
scenario_partner_summary,5,0,0,2675,0,600,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=4 partner_name=Spear Guard owned_count=4 base_dps=150 tier_total_dps=600 next_cost=2675 dps_share_percent=11.6
scenario_partner_summary,6,0,0,4767,0,640,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=5 partner_name=Iron Defender owned_count=2 base_dps=320 tier_total_dps=640 next_cost=4767 dps_share_percent=12.4
scenario_partner_summary,7,0,0,9520,0,680,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=6 partner_name=Battle Monk owned_count=1 base_dps=680 tier_total_dps=680 next_cost=9520 dps_share_percent=13.2
scenario_partner_summary,8,0,0,21281,0,1450,0.00,scenario_id=baseline profile_id=semi_active_3cps partner_index=7 partner_name=Elite Samurai owned_count=1 base_dps=1450 tier_total_dps=1450 next_cost=21281 dps_share_percent=28.1
scenario_building_summary,1,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps building_index=0 building_name=Training Camp owned_count=7
scenario_building_summary,2,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps building_index=1 building_name=Market owned_count=6
scenario_building_summary,3,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps building_index=2 building_name=Knight Hut owned_count=6
scenario_building_summary,4,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps building_index=3 building_name=War Banner owned_count=7
scenario_building_summary,5,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps building_index=4 building_name=Clock Tower owned_count=7
scenario_building_summary,6,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps building_index=5 building_name=Boss Shrine owned_count=6
scenario_ability_summary,1,0,0,3600,134503,7911,17.00,scenario_id=baseline profile_id=semi_active_3cps ability_id=autoclick purchased=true rank=3 activations=1 total_active_time=17.0 estimated_damage_contributed=134503 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none
scenario_ability_summary,2,0,72698,6000,0,0,30.00,scenario_id=baseline profile_id=semi_active_3cps ability_id=gold_bonus purchased=true rank=2 activations=1 total_active_time=30.0 estimated_damage_contributed=0 estimated_gold_contributed=72698 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none
scenario_ability_summary,3,0,0,10000,57015,4751,12.00,scenario_id=baseline profile_id=semi_active_3cps ability_id=focus_burst purchased=true rank=1 activations=1 total_active_time=12.0 estimated_damage_contributed=57015 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none
scenario_ability_summary,4,0,0,0,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps ability_id=rally purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=191518 used_abilities=autoclick|gold_bonus|focus_burst currently_active_abilities=none
scenario_skill_summary,0,0,0,18698,0,0,0.00,scenario_id=baseline profile_id=semi_active_3cps purchased_hero_skills=2 hero_skill_ids=hero_click_damage_1|hero_partner_dps_1 purchased_partner_skills=2 partner_skill_ids=p0_s1|p1_s1 purchased_ability_skills=6 ability_skill_ids=autoclick_rank_1|autoclick_rank_2|autoclick_rank_3|gold_bonus_rank_1|focus_burst_rank_1|gold_bonus_rank_2 total_skill_spent=18698
scenario_summary,1,0,0,0,2,0,0.00,scenario_id=baseline profile_id=idle_0cps reached_level=1 sim_time=0 stopped_reason=no_damage wall_level=-1 hero_level=1 gold=0 click_damage=2 manual_dps=0 partner_dps=0 ability_dps=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none total_dps=0 first_prestige_time=not_reached first_prestige_reward=0 reached_level=1 wall_level=-1 sim_time=0 first_prestige_reward=0 manual_dps_share=0.0 partner_dps_share=0.0 ability_dps_share=0.0 strongest_partner_index=-1 strongest_partner_dps_share=0.0 highest_owned_partner_index=-1 total_partner_purchases=0
scenario_profile_comparison,1,0,0,0,2,0,0.00,scenario_id=baseline profile_id=idle_0cps label=Baseline stopped_reason=no_damage wall_level=-1 total_dps=0 manual_share=0.0 partner_share=0.0 ability_share=0.0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none active_abilities=none reached_level=1 wall_level=-1 sim_time=0 first_prestige_reward=0 manual_dps_share=0.0 partner_dps_share=0.0 ability_dps_share=0.0 strongest_partner_index=-1 strongest_partner_dps_share=0.0 highest_owned_partner_index=-1 total_partner_purchases=0
scenario_partner_summary,0,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps no_partners_purchased
scenario_building_summary,0,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps no_buildings_purchased
scenario_ability_summary,1,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps ability_id=autoclick purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_ability_summary,2,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps ability_id=gold_bonus purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_ability_summary,3,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps ability_id=focus_burst purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_ability_summary,4,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps ability_id=rally purchased=false rank=0 activations=0 total_active_time=0.0 estimated_damage_contributed=0 estimated_gold_contributed=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none
scenario_skill_summary,0,0,0,0,0,0,0.00,scenario_id=baseline profile_id=idle_0cps purchased_hero_skills=0 hero_skill_ids=none purchased_partner_skills=0 partner_skill_ids=none purchased_ability_skills=0 ability_skill_ids=none total_skill_spent=0
scenario_summary,150,0,0,0,196503,2162055791281,976.18,scenario_id=boss_hp_minus_20 profile_id=active_6cps reached_level=150 sim_time=976 stopped_reason=reached_target_level wall_level=-1 hero_level=153 gold=1517682083111 click_damage=196503 manual_dps=1179018 partner_dps=2162047734658 ability_dps=6877605 current_ability_dps=6877605 cumulative_ability_damage=672584219719141 used_abilities=autoclick|gold_bonus|focus_burst|rally currently_active_abilities=autoclick|gold_bonus|focus_burst|rally total_dps=2162055791281 first_prestige_time=863 first_prestige_reward=1 reached_level=150 wall_level=-1 sim_time=976 first_prestige_reward=1 manual_dps_share=0.0 partner_dps_share=100.0 ability_dps_share=0.0 strongest_partner_index=24 strongest_partner_dps_share=22.6 highest_owned_partner_index=25 total_partner_purchases=1097
scenario_profile_comparison,150,0,0,0,196503,2162055791281,976.18,scenario_id=boss_hp_minus_20 profile_id=active_6cps label=Boss HP -20% stopped_reason=reached_target_level wall_level=-1 total_dps=2162055791281 manual_share=0.0 partner_share=100.0 ability_share=0.0 current_ability_dps=6877605 cumulative_ability_damage=672584219719141 used_abilities=autoclick|gold_bonus|focus_burst|rally currently_active_abilities=autoclick|gold_bonus|focus_burst|rally active_abilities=autoclick|gold_bonus|focus_burst|rally reached_level=150 wall_level=-1 sim_time=976 first_prestige_reward=1 manual_dps_share=0.0 partner_dps_share=100.0 ability_dps_share=0.0 strongest_partner_index=24 strongest_partner_dps_share=22.6 highest_owned_partner_index=25 total_partner_purchases=1097
scenario_partner_summary,1,0,0,425760,0,2656,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=0 partner_name=Partner 1 owned_count=83 base_dps=4 tier_total_dps=2656 next_cost=425760 dps_share_percent=0.0
scenario_partner_summary,2,0,0,605289,0,7296,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=1 partner_name=Partner 2 owned_count=76 base_dps=12 tier_total_dps=7296 next_cost=605289 dps_share_percent=0.0
scenario_partner_summary,3,0,0,1049105,0,17280,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=2 partner_name=Partner 3 owned_count=72 base_dps=30 tier_total_dps=17280 next_cost=1049105 dps_share_percent=0.0
scenario_partner_summary,4,0,0,1666813,0,38080,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=3 partner_name=Field Scout owned_count=68 base_dps=70 tier_total_dps=38080 next_cost=1666813 dps_share_percent=0.0
scenario_partner_summary,5,0,0,2401057,0,76800,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=4 partner_name=Spear Guard owned_count=64 base_dps=150 tier_total_dps=76800 next_cost=2401057 dps_share_percent=0.0
scenario_partner_summary,6,0,0,4792025,0,161280,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=5 partner_name=Iron Defender owned_count=63 base_dps=320 tier_total_dps=161280 next_cost=4792025 dps_share_percent=0.0
scenario_partner_summary,7,0,0,6812120,0,320960,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=6 partner_name=Battle Monk owned_count=59 base_dps=680 tier_total_dps=320960 next_cost=6812120 dps_share_percent=0.0
scenario_partner_summary,8,0,0,15227091,0,684400,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=7 partner_name=Elite Samurai owned_count=59 base_dps=1450 tier_total_dps=684400 next_cost=15227091 dps_share_percent=0.0
scenario_partner_summary,9,0,0,21900787,0,1364000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=8 partner_name=Shadow Captain owned_count=55 base_dps=3100 tier_total_dps=1364000 next_cost=21900787 dps_share_percent=0.0
scenario_partner_summary,10,0,0,74314851,0,1293600,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=9 partner_name=War Sage owned_count=49 base_dps=6600 tier_total_dps=1293600 next_cost=74314851 dps_share_percent=0.0
scenario_partner_summary,11,0,0,44226801,0,2632000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=10 partner_name=Beast Tamer owned_count=47 base_dps=14000 tier_total_dps=2632000 next_cost=44226801 dps_share_percent=0.0
scenario_partner_summary,12,0,0,88159736,0,5520000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=11 partner_name=Blade Master owned_count=46 base_dps=30000 tier_total_dps=5520000 next_cost=88159736 dps_share_percent=0.0
scenario_partner_summary,13,0,0,137266410,0,11008000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=12 partner_name=Legendary Commander owned_count=43 base_dps=64000 tier_total_dps=11008000 next_cost=137266410 dps_share_percent=0.1
scenario_partner_summary,14,0,0,191086815,0,21216000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=13 partner_name=Silent Ronin owned_count=39 base_dps=136000 tier_total_dps=21216000 next_cost=191086815 dps_share_percent=0.1
scenario_partner_summary,15,0,0,415406119,0,45240000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=14 partner_name=Chakra Archer owned_count=39 base_dps=290000 tier_total_dps=45240000 next_cost=415406119 dps_share_percent=0.2
scenario_partner_summary,16,0,0,728550271,0,91760000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=15 partner_name=Sand Guardian owned_count=37 base_dps=620000 tier_total_dps=91760000 next_cost=728550271 dps_share_percent=0.4
scenario_partner_summary,17,0,0,1267190870,0,184800000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=16 partner_name=Mist Duelist owned_count=35 base_dps=1320000 tier_total_dps=184800000 next_cost=1267190870 dps_share_percent=0.8
scenario_partner_summary,18,0,0,1744865865,0,347200000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=17 partner_name=Lightning Striker owned_count=31 base_dps=2800000 tier_total_dps=347200000 next_cost=1744865865 dps_share_percent=1.6
scenario_partner_summary,19,0,0,3076242004,0,696000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=18 partner_name=Puppet Tactician owned_count=29 base_dps=6000000 tier_total_dps=696000000 next_cost=3076242004 dps_share_percent=3.2
scenario_partner_summary,20,0,0,3025077515,0,563200000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=19 partner_name=Seal Specialist owned_count=22 base_dps=12800000 tier_total_dps=563200000 next_cost=3025077515 dps_share_percent=2.6
scenario_partner_summary,21,0,0,5942116546,0,1134000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=20 partner_name=Medical Ninja owned_count=21 base_dps=27000000 tier_total_dps=1134000000 next_cost=5942116546 dps_share_percent=5.2
scenario_partner_summary,22,0,0,10335314029,0,2204000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=21 partner_name=Shadow Tracker owned_count=19 base_dps=58000000 tier_total_dps=2204000000 next_cost=10335314029 dps_share_percent=10.1
scenario_partner_summary,23,0,0,22393180396,0,4674000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=22 partner_name=Summon Handler owned_count=19 base_dps=123000000 tier_total_dps=4674000000 next_cost=22393180396 dps_share_percent=21.3
scenario_partner_summary,24,0,0,47419646754,0,2340000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=23 partner_name=Barrier Keeper owned_count=9 base_dps=260000000 tier_total_dps=2340000000 next_cost=47419646754 dps_share_percent=10.7
scenario_partner_summary,25,0,0,103990453407,0,4950000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=24 partner_name=War Strategist owned_count=9 base_dps=550000000 tier_total_dps=4950000000 next_cost=103990453407 dps_share_percent=22.6
scenario_partner_summary,26,0,0,42485022721,0,4640000000,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps partner_index=25 partner_name=Sage Disciple owned_count=4 base_dps=1160000000 tier_total_dps=4640000000 next_cost=42485022721 dps_share_percent=21.2
scenario_building_summary,1,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps building_index=0 building_name=Training Camp owned_count=97
scenario_building_summary,2,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps building_index=1 building_name=Market owned_count=71
scenario_building_summary,3,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps building_index=2 building_name=Knight Hut owned_count=50
scenario_building_summary,4,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps building_index=3 building_name=War Banner owned_count=93
scenario_building_summary,5,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps building_index=4 building_name=Clock Tower owned_count=93
scenario_building_summary,6,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps building_index=5 building_name=Boss Shrine owned_count=68
scenario_ability_summary,1,0,0,14100,5435505111,2263624,2401.24,scenario_id=boss_hp_minus_20 profile_id=active_6cps ability_id=autoclick purchased=true rank=5 activations=24 total_active_time=2401.2 estimated_damage_contributed=5435505111 estimated_gold_contributed=0 current_ability_dps=6877605 cumulative_ability_damage=672584219719141 used_abilities=autoclick|gold_bonus|focus_burst|rally currently_active_abilities=autoclick|gold_bonus|focus_burst|rally
scenario_ability_summary,2,0,2194166193435,30000,0,0,1587.60,scenario_id=boss_hp_minus_20 profile_id=active_6cps ability_id=gold_bonus purchased=true rank=4 activations=12 total_active_time=1587.6 estimated_damage_contributed=0 estimated_gold_contributed=2194166193435 current_ability_dps=6877605 cumulative_ability_damage=672584219719141 used_abilities=autoclick|gold_bonus|focus_burst|rally currently_active_abilities=autoclick|gold_bonus|focus_burst|rally
scenario_ability_summary,3,0,0,60000,624397415,786236,794.16,scenario_id=boss_hp_minus_20 profile_id=active_6cps ability_id=focus_burst purchased=true rank=3 activations=14 total_active_time=794.2 estimated_damage_contributed=624397415 estimated_gold_contributed=0 current_ability_dps=6877605 cumulative_ability_damage=672584219719141 used_abilities=autoclick|gold_bonus|focus_burst|rally currently_active_abilities=autoclick|gold_bonus|focus_burst|rally
scenario_ability_summary,4,0,0,75000,672578159816614,678549394488,991.20,scenario_id=boss_hp_minus_20 profile_id=active_6cps ability_id=rally purchased=true rank=2 activations=11 total_active_time=991.2 estimated_damage_contributed=672578159816614 estimated_gold_contributed=0 current_ability_dps=6877605 cumulative_ability_damage=672584219719141 used_abilities=autoclick|gold_bonus|focus_burst|rally currently_active_abilities=autoclick|gold_bonus|focus_burst|rally
scenario_skill_summary,0,0,0,1126377106,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_6cps purchased_hero_skills=4 hero_skill_ids=hero_click_damage_1|hero_partner_dps_1|hero_gold_1|hero_gold_2 purchased_partner_skills=35 partner_skill_ids=p0_s1|p1_s1|p0_s2|p2_s1|p1_s2|p4_s1|p3_s1|p2_s2|p6_s1|p4_s2|p3_s2|p0_s3|p5_s1|p7_s1|p1_s3|p8_s1|p9_s1|p5_s2|p6_s2|p10_s1|p7_s2|p11_s1|p2_s3|p12_s1|p8_s2|p9_s2|p10_s2|p11_s2|p3_s3|p12_s2|p4_s3|p5_s3|p6_s3|p7_s3|p8_s3 purchased_ability_skills=14 ability_skill_ids=autoclick_rank_1|autoclick_rank_2|autoclick_rank_3|gold_bonus_rank_1|focus_burst_rank_1|gold_bonus_rank_2|rally_rank_1|autoclick_rank_4|focus_burst_rank_2|gold_bonus_rank_3|rally_rank_2|gold_bonus_rank_4|autoclick_rank_5|focus_burst_rank_3 total_skill_spent=1126377106
scenario_runaway_warning,150,0,0,0,196503,2162055791281,976.18,scenario_id=boss_hp_minus_20 profile_id=active_6cps baseline_wall_level=50 reached_level=150 sim_time=976 stopped_reason=reached_target_level total_dps=2162055791281 warning=Scenario boss_hp_minus_20 active_6cps reaches level 150 while baseline walls at 50.
scenario_summary,40,0,0,0,1567,14828,217.78,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities reached_level=40 sim_time=218 stopped_reason=boss_wall wall_level=40 hero_level=76 gold=127 click_damage=1567 manual_dps=9402 partner_dps=5426 ability_dps=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none total_dps=14828 first_prestige_time=not_reached first_prestige_reward=0 reached_level=40 wall_level=40 sim_time=218 first_prestige_reward=0 manual_dps_share=63.4 partner_dps_share=36.6 ability_dps_share=0.0 strongest_partner_index=2 strongest_partner_dps_share=33.6 highest_owned_partner_index=4 total_partner_purchases=73
scenario_profile_comparison,40,0,0,0,1567,14828,217.78,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities label=Boss HP -20% stopped_reason=boss_wall wall_level=40 total_dps=14828 manual_share=63.4 partner_share=36.6 ability_share=0.0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none active_abilities=none reached_level=40 wall_level=40 sim_time=218 first_prestige_reward=0 manual_dps_share=63.4 partner_dps_share=36.6 ability_dps_share=0.0 strongest_partner_index=2 strongest_partner_dps_share=33.6 highest_owned_partner_index=4 total_partner_purchases=73
scenario_boss_wall,40,567120,0,0,0,14828,38.25,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities boss_level=40 boss_hp=567120 boss_ttk=38.2 boss_time_limit=30 required_dps=18904 current_dps=14828 missing_dps=4076 missing_dps_percent=21.6 manual_dps=9402 partner_dps=5426 ability_dps=0 current_ability_dps=0 cumulative_ability_damage=0 used_abilities=none currently_active_abilities=none active_abilities=none
scenario_partner_summary,1,0,0,1316,0,512,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities partner_index=0 partner_name=Partner 1 owned_count=32 base_dps=4 tier_total_dps=512 next_cost=1316 dps_share_percent=22.1
scenario_partner_summary,2,0,0,1332,0,528,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities partner_index=1 partner_name=Partner 2 owned_count=22 base_dps=12 tier_total_dps=528 next_cost=1332 dps_share_percent=22.8
scenario_partner_summary,3,0,0,1310,0,780,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities partner_index=2 partner_name=Partner 3 owned_count=13 base_dps=30 tier_total_dps=780 next_cost=1310 dps_share_percent=33.6
scenario_partner_summary,4,0,0,1322,0,350,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities partner_index=3 partner_name=Field Scout owned_count=5 base_dps=70 tier_total_dps=350 next_cost=1322 dps_share_percent=15.1
scenario_partner_summary,5,0,0,1905,0,150,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities partner_index=4 partner_name=Spear Guard owned_count=1 base_dps=150 tier_total_dps=150 next_cost=1905 dps_share_percent=6.5
scenario_building_summary,1,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities building_index=0 building_name=Training Camp owned_count=5
scenario_building_summary,2,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities building_index=1 building_name=Market owned_count=5
scenario_building_summary,3,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities building_index=2 building_name=Knight Hut owned_count=6
scenario_building_summary,4,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities building_index=3 building_name=War Banner owned_count=6
scenario_building_summary,5,0,0,0,0,0,0.00,scenario_id=boss_hp_minus_20 profile_id=active_no_abilities building_index=4 building_name=Clock Tower owned_count=5
